30	346.1875,381.03125;345.21875,382.90625;344,383.96875;341.6875,384.34375;344.5,387.34375;344.5,391.40625;345.75,391.75;344.34375,393.34375;344.34375,396.34375;342.03125,399.875;336.90625,399.34375;333.90625,396.53125;331.78125,397.0625;332.5,398.8125;331.625,400.0625;326.46875,401.125;320.4375,397.09375;319.28125,398.125;319.28125,400.90625;317.0625,401.4375;317.625,403.65625;320.375,404.21875;323.40625,404.21875;324.25,408.0625;320.65625,409.71875;320.65625,411.46875;323.46875,412.4375;323.46875,414.03125;324.71875,414.75;325.78125,413.84375;327.1875,413.84375;327.90625,415.4375;330.03125,415.4375;331.09375,411.71875;332.84375,411.71875;335.5,408.375;338.6875,408.71875;339.21875,413.3125;340.4375,414.75;342.40625,413.6875;345.75,415.4375;347,417.5625;352.8125,421.09375;354.9375,426.0625;354.9375,428.6875;351.21875,430.8125;348.8125,432.96875;351.8125,433.1875;351.8125,437.09375;356.28125,436.875;358.6875,437;360.4375,432.9375;366.78125,429.0625;365.40625,427.125;367.0625,422.71875;372.84375,423.53125;374.25,413.03125;381.96875,408.625;381.96875,406.125;376.15625,400.34375;376.15625,395.90625;372.84375,390.40625;365.9375,386.53125;365.40625,389.5625;362.625,389.84375;361.8125,386.8125;359.03125,387.34375;358.5,391.21875;356.28125,390.40625;351.59375,387.34375;349.375,388.46875;349.375,382.9375;346.1875,381.03125
11	274.25,438.46875;273.96875,442.0625;270.375,440.9375;266.5,440.9375;266.78125,439.5625;264.84375,439.84375;260.71875,441.21875;259.34375,438.71875;256.5625,441.21875;257.40625,443.15625;254.34375,444.53125;253.8125,447.5625;251.3125,448.6875;253.53125,451.15625;252.96875,452.8125;262.65625,457.5;263.46875,464.15625;263.46875,467.75;264.03125,472.4375;259.0625,472.4375;257.6875,474.375;264.03125,479.625;267.625,477.6875;272.03125,482.9375;271.375,483;272.21875,483.5;280.15625,479.625;278.21875,476.78125;278.0625,473.4375;296.59375,473.4375;296.25,470.9375;300.5,468.65625;305.4375,472.53125;308,473.71875;307.84375,468.125;308.0625,461.6875;305.71875,461.875;303.75,458.96875;305.3125,456.40625;308.625,459.53125;311.5625,457.1875;313.53125,455.25;313.78125,453.1875;311.28125,453.09375;310.40625,450.28125;307.9375,450.09375;305.625,446.71875;303.84375,446.90625;301.75,445.65625;301.375,442.65625;300.3125,443.1875;300.84375,445.3125;298.375,445.3125;298.1875,448.84375;294.5,450.09375;292.71875,446.375;290.25,447.96875;288.125,446.375;287.0625,443.90625;288.84375,441.78125;288,439.5;287.78125,439.5625;281.96875,439.5625;275.90625,438.46875;274.25,438.46875
34	335.5,408.375;332.84375,411.71875;331.09375,411.71875;330.03125,415.4375;327.90625,415.4375;327.1875,413.84375;325.78125,413.84375;324.71875,414.75;323.46875,414.03125;323.46875,412.4375;320.65625,411.46875;320.65625,412.5;317.34375,413.03125;315.6875,414.4375;316.21875,417.75;313.1875,417.75;310.15625,416.09375;308.5,416.09375;308.5,418.03125;308.78125,423.8125;305.46875,423.8125;303.8125,423.8125;302.6875,426.03125;295.5,428.5;292.75,426.59375;291.09375,429.0625;290.28125,431.8125;293.3125,434.59375;292.1875,438.1875;288,439.5;288.84375,441.78125;287.0625,443.90625;288.125,446.375;290.25,447.96875;292.71875,446.375;294.5,450.09375;298.1875,448.84375;298.375,445.3125;300.84375,445.3125;300.3125,443.1875;301.375,442.65625;301.75,445.65625;303.84375,446.90625;305.625,446.71875;307.9375,450.09375;310.40625,450.28125;311.28125,453.09375;313.78125,453.1875;313.90625,452.125;320.9375,449.96875;321.71875,448.21875;327.1875,448.03125;328.9375,445.875;339.5,437.46875;346.125,432.78125;348.8125,432.96875;351.21875,430.8125;354.9375,428.6875;354.9375,426.0625;352.8125,421.09375;347,417.5625;345.75,415.4375;342.40625,413.6875;340.4375,414.75;339.21875,413.3125;338.6875,408.71875;335.5,408.375
66	300.5,468.65625;296.25,470.9375;296.59375,473.4375;278.0625,473.4375;278.21875,476.78125;280.15625,479.625;272.21875,483.5;271.375,483;264.84375,483.46875;264.03125,485.125;260.71875,485.96875;258.5,487.90625;252.4375,489.3125;252.78125,491.375;255.71875,494.125;261.5625,495.6875;261.75,499.1875;264.875,501.9375;267.21875,501.53125;270.5625,497.4375;274.65625,496.65625;281.09375,498.8125;286.5625,503.5;288.125,501.53125;289.5,501.53125;290.875,502.5;292.03125,501.9375;292.21875,499.1875;298.09375,497.8125;300.03125,495.28125;302.96875,494.3125;307.0625,494.3125;309.625,497.03125;312.75,497.25;312.75,494.125;311.1875,491.96875;308.4375,490.78125;308,473.71875;305.4375,472.53125;300.5,468.65625
15	285.84375,323.71875;285.25,325.875;286.21875,328.21875;285.03125,329.59375;283.09375,329.59375;281.125,327.4375;279.375,326.46875;279.1875,331.9375;275.65625,334.09375;273.125,337.59375;273.71875,341.125;272.9375,342.6875;271.9375,345.8125;270.375,345.8125;268.8125,347.75;270,348.9375;270.78125,350.875;268.25,352.65625;269.28125,359.1875;272.59375,361.65625;270.09375,367.46875;272.59375,368.5625;271.5,371.875;273.6875,372.15625;275.34375,369.40625;278.125,369.40625;278.65625,370.21875;284.75,370.21875;285.84375,367.75;287.21875,367.1875;287.78125,362.78125;289.15625,362.78125;289.15625,358.09375;294.6875,353.375;295.25,354.21875;295.78125,357.8125;299.65625,357.25;300.5,362.78125;302.40625,362.78125;302.96875,368.3125;304.6875,370.4375;307.5,363.96875;310.25,355.375;313.75,357.71875;315.3125,354.21875;320.3125,352.40625;320.3125,350.75;319.25,349.15625;317.125,347.90625;318.1875,346.3125;317.28125,345.4375;318.34375,345.09375;319.59375,344.03125;317.46875,343.84375;316.40625,342.4375;316.0625,338.71875;314.8125,337.46875;313.9375,334.3125;309.5,334.3125;308.625,331.8125;307.21875,331.65625;306.5,333.0625;303.6875,332.875;301.03125,328.8125;299.96875,328.65625;297.84375,327.59375;296.59375,328.8125;293.4375,328.8125;291.84375,325.46875;285.84375,323.71875
43	317.8125,326.34375;316.40625,327.0625;316.40625,328.28125;314.28125,328.46875;312.34375,330.0625;308.8125,330.59375;308,331.75;308.625,331.8125;309.5,334.3125;313.9375,334.3125;314.8125,337.46875;316.0625,338.71875;316.40625,342.4375;317.46875,343.84375;319.59375,344.03125;318.34375,345.09375;317.28125,345.4375;318.1875,346.3125;317.125,347.90625;319.25,349.15625;320.3125,350.75;320.3125,352.40625;320.78125,352.25;324.3125,361.25;329.375,359.6875;329.75,357.34375;331.71875,357.34375;332.5,360.0625;336.125,359.1875;340.625,364.9375;343.4375,360.46875;348.5,356.75;353.1875,356.75;354.75,351.875;357.875,351.65625;358.09375,347.96875;361,347.96875;360.4375,346.59375;359.65625,344.0625;360.8125,342.09375;363.5625,340.9375;364.71875,336.25;362.1875,333.3125;359.0625,333.5;359.4375,329.78125;353.1875,327.0625;351.0625,327.25;346.75,330.78125;342.8125,329.5;342.03125,330.25;339.5625,329.53125;337.8125,327.75;336.75,329.875;333.71875,329.71875;332.3125,328.46875;331.25,330.9375;329.3125,330.0625;328.0625,327.75;326.46875,327.75;325.0625,326.53125;322.9375,327.40625;320.46875,327.59375;319.0625,326.6875;318.1875,327.21875;317.8125,326.34375
63	299.09375,279.5;296.4375,282.5;296.25,281.4375;294.125,281.625;294.125,283.21875;292.90625,283.5625;291.65625,286.5625;290.0625,287.28125;287.09375,284.96875;287.375,289.5625;288.9375,291.5;289.71875,295.21875;287.375,296.96875;286.8125,299.71875;284.65625,300.875;280.9375,303.03125;281.3125,304.78125;285.8125,309.28125;286.21875,312.03125;284.4375,314.9375;284.4375,317.6875;285.625,319.0625;286.21875,322.375;285.84375,323.71875;291.84375,325.46875;293.4375,328.8125;296.59375,328.8125;297.84375,327.59375;299.96875,328.65625;301.03125,328.8125;303.6875,332.875;306.5,333.0625;307.21875,331.65625;308,331.75;308.8125,330.59375;312.34375,330.0625;314.28125,328.46875;316.40625,328.28125;316.40625,327.0625;317.8125,326.34375;318.1875,327.21875;319.0625,326.6875;320.46875,327.59375;322.9375,327.40625;325.0625,326.53125;326.46875,327.75;328.0625,327.75;329.3125,330.0625;331.25,330.9375;332.3125,328.46875;333.71875,329.71875;336.75,329.875;337.8125,327.75;339.5625,329.53125;342.03125,330.25;342.8125,329.5;341.28125,329;340.6875,326.65625;344.40625,323.15625;342.65625,316.71875;337.5625,313.375;335.4375,308.3125;333.09375,305.1875;333.6875,300.875;335.4375,299.125;332.3125,296.59375;332.40625,295.8125;329.65625,294.71875;328.78125,292.59375;325.78125,292.75;323.46875,292.21875;323.125,289.75;321.34375,288.875;319.0625,290.28125;316.40625,289.75;314.625,289.9375;308.625,289.0625;303.6875,286.21875;303.3125,284.8125;301.21875,282.5;302.625,280.5625;302.09375,279.5;299.09375,279.5
65	179.21875,428.53125;177.28125,429.5625;177.625,429.59375;180.9375,435.0625;178.78125,437.03125;180.34375,439.375;182.6875,442.875;180.75,445.40625;177.625,452.4375;172.34375,456.9375;173.71875,459.6875;172.53125,460.46875;169.625,459.875;168.8125,466.3125;167.25,467.5;166.9375,471.53125;167.4375,471.25;170.75,473.21875;174.65625,476.15625;175.03125,478.5;178.15625,481.03125;180.71875,481.03125;187.15625,478.28125;189.875,481.40625;193.59375,482.40625;194.96875,480.0625;196.71875,480.84375;200.5,481.09375;200.25,470.59375;202.21875,470.59375;203.96875,471.46875;205.21875,470.25;205.03125,468.3125;207.5,466.875;206.625,463.1875;205.5625,462.28125;203.4375,463;204.5,461.21875;203.96875,458.9375;200.78125,456.625;200.96875,455.03125;202.75,452.03125;205.03125,451.15625;205.03125,449.90625;206.4375,447.78125;207.375,446.46875;203.8125,444.625;199.03125,444.625;198.3125,443.1875;195.84375,443.1875;195.125,441.59375;192.84375,441.59375;192.125,442.3125;189.46875,442.3125;189.3125,440.71875;187.1875,439.3125;187.90625,438.59375;188.25,436.84375;187.71875,436.3125;186.65625,433.46875;184.34375,433.125;182.0625,431.875;182.21875,428.53125;179.21875,428.53125
64	172.15625,428.875;169.34375,430.46875;163.6875,430.28125;163.15625,429.40625;159.4375,430.65625;156.59375,431.53125;154.46875,429.9375;152.1875,430.65625;151.46875,429.75;148.65625,429.75;146.875,430.65625;142.28125,430.46875;139.8125,432.40625;135.375,432.0625;134.5,433.3125;133.4375,432.9375;134.84375,431.53125;132.375,429.59375;129.375,432.25;124.25,432.59375;118.625,429.78125;117.8125,431.21875;113.3125,436.6875;109.8125,438.0625;107.28125,438.4375;107.28125,440.59375;109.625,442.75;113.125,442.9375;113.3125,445.46875;116.0625,445.6875;116.84375,443.90625;120.5625,445.46875;122.90625,446.0625;123.46875,448.40625;122.125,449.59375;122.125,453.28125;119.375,454.65625;119.1875,456.40625;120.9375,458.375;124.0625,459.34375;124.65625,456.40625;126.40625,454.46875;126.21875,457;127.59375,458.96875;131.09375,458.96875;132.65625,461.09375;137.34375,461.875;141.84375,464.625;149.25,464.625;149.65625,468.71875;154.71875,472.625;156.6875,474.96875;158.84375,473.8125;160.78125,473.40625;161.75,474.375;163.53125,473.40625;166.9375,471.53125;167.25,467.5;168.8125,466.3125;169.625,459.875;172.53125,460.46875;173.71875,459.6875;172.34375,456.9375;177.625,452.4375;180.75,445.40625;182.6875,442.875;180.34375,439.375;178.78125,437.03125;180.9375,435.0625;177.625,429.59375;172.34375,429.21875;172.15625,428.875
40	139.8125,374.4375;133.625,377.625;132.03125,377.6875;128.5625,396.25;124.0625,413.4375;122.6875,420.09375;121.53125,424.78125;118.625,429.78125;124.25,432.59375;129.375,432.25;132.375,429.59375;134.84375,431.53125;133.4375,432.9375;134.5,433.3125;135.375,432.0625;139.8125,432.40625;142.28125,430.46875;146.875,430.65625;148.65625,429.75;151.46875,429.75;152.1875,430.65625;154.46875,429.9375;156.59375,431.53125;159.4375,430.65625;163.15625,429.40625;163.6875,430.28125;169.34375,430.46875;172.15625,428.875;170.78125,426.46875;172.15625,422.75;174.09375,420.21875;173.5,416.90625;175.0625,415.34375;172.75,411.4375;174.6875,409.09375;176.84375,408.6875;178.78125,409.46875;181.53125,407.125;182.5,410.0625;183.46875,411.4375;185.625,410.84375;185.4375,408.3125;186.0625,406.9375;185.59375,405.71875;186.125,401.84375;188.25,399.71875;187.1875,398.46875;184.875,398.28125;182.21875,397.25;178.34375,397.59375;177.625,393.34375;175.15625,390.34375;174.09375,390;174.46875,393.53125;174.46875,394.59375;171.09375,394.75;167.5625,393.53125;166.84375,389.09375;164.375,386.4375;162.625,386.28125;162.4375,384.6875;160.5,383.4375;157.3125,382.5625;158.1875,381.5;158.1875,380.4375;157.125,379.5625;155.90625,378.5;152.34375,379.03125;150.25,380.78125;148.8125,380.96875;146.53125,379.375;143.15625,380.78125;141.5625,379.71875;143,377.96875;143.15625,375.65625;139.8125,374.4375
