["en", "367376254", "RT @wwjdr: The Nature of Learning - OECD publication based on research around the world. #OECDILE #abed #asba #PSBAA", "Mon, 10 Oct 2011 21:40:27 +0000", "http://a3.twimg.com/profile_images/1137748164/china_nose_015_normal.jpg", null, "&lt;a href=&quot;http://twitter.com/#!/download/iphone&quot; rel=&quot;nofollow&quot;&gt;Twitter for iPhone&lt;/a&gt;", "123513245955923968", "Rodroad219", 367376254, null, null, 123513245955923968, {"result_type": "recent"}]
["en", "266083838", "KEMET to Participate in OECD Conflict Minerals Due Diligence Guidance Pilot Implementation http://t.co/POn9m0K5 #csr", "Mon, 10 Oct 2011 21:46:07 +0000", "http://a0.twimg.com/profile_images/1321640419/csr_normal.jpeg", null, "&lt;a href=&quot;http://twitterfeed.com&quot; rel=&quot;nofollow&quot;&gt;twitterfeed&lt;/a&gt;", "123514673617309696", "CSRDispatch", 266083838, null, null, 123514673617309696, {"result_type": "recent"}]
["en", "130488006", "KEMET to Participate in OECD Conflict Minerals Due Diligence Guidance Pilot Implementation", "Mon, 10 Oct 2011 21:56:23 +0000", "http://a2.twimg.com/profile_images/1583301641/c_normal.jpg", null, "&lt;a href=&quot;http://twitter.com/&quot;&gt;web&lt;/a&gt;", "123517257069502466", "caelusconsult", 130488006, null, null, 123517257069502466, {"result_type": "recent"}]
["en", "386980755", "Last tweet link fail! Round 2: A view from afar, 'Green growth and #climate_change policies in #NZ': http://t.co/FgfMcQ48 #oecd", "Mon, 10 Oct 2011 22:04:27 +0000", "http://a2.twimg.com/profile_images/280110170/green_0338_n502561971_928191_8291_normal.jpg", null, "&lt;a href=&quot;http://twitter.com/#!/download/iphone&quot; rel=&quot;nofollow&quot;&gt;Twitter for iPhone&lt;/a&gt;", "123519285850157056", "KiwiGreensUK", 386980755, null, null, 123519285850157056, {"result_type": "recent"}]
["en", "157682413", "KEMET to Participate in OECD Conflict Minerals Due Diligence Guidance Pilot ...  http://t.co/yJf0v6y5", "Mon, 10 Oct 2011 22:05:53 +0000", "http://a0.twimg.com/profile_images/1133643629/Conflicts_normal.png", null, "&lt;a href=&quot;http://www.snsanalytics.com&quot; rel=&quot;nofollow&quot;&gt;SNS Analytics&lt;/a&gt;", "123519646266691584", "ConflictsUpdate", 157682413, null, null, 123519646266691584, {"result_type": "recent"}]
["en", "24503552", "OECD indicators paint dark picture of global economy http://t.co/VrX4UBy2", "Mon, 10 Oct 2011 22:51:48 +0000", "http://a3.twimg.com/profile_images/1466515928/Picture_18_normal.jpg", null, "&lt;a href=&quot;http://twitter.com/tweetbutton&quot; rel=&quot;nofollow&quot;&gt;Tweet Button&lt;/a&gt;", "123531201372893186", "uranusaturn", 24503552, null, null, 123531201372893186, {"result_type": "recent"}]
["ko", "33492821", "10\uc6d411\uc77c=1990\ub144 \uc624\ub298 \ub0a8\ubd81\ud1b5\uc77c\ucd95\uad6c\ub300\ud68c 1\ucc28\uc804, \ud3c9\uc591 \ub2a5\ub77c\ub3c4\uacbd\uae30\uc7a5\uc11c \uac1c\ub9c9. \uac19\uc740\ub0a0 \ubd84\ub2e845\ub144\ub9cc\uc5d0 \ucc98\uc74c \ub274\uc695\uc5d0\uc11c \ub0a8\ubd81\uc601\ud654\uc81c \uc5f4\ub9bc 1996\ub144 \uc624\ub298 OECD, \ud55c\uad6d\uac00\uc785\ucd08\uccad \uacb0\uc815, 29\ubc88\uc9f8 \uac00\uc785 2008\ub144 \uc624\ub298 \ubbf8\uad6d, \ubd81\ud55c\uc5d0 \ub300\ud55c \ud14c\ub7ec\uc9c0\uc6d0\uad6d\uc9c0\uc815\uc870\uce58 \ud574\uc81c", "Mon, 10 Oct 2011 23:21:18 +0000", "http://a3.twimg.com/profile_images/1268614911/03295864_20060602_normal.jpg", null, "&lt;a href=&quot;http://twitter.com/&quot;&gt;web&lt;/a&gt;", "123538628365393920", "nurison", 33492821, null, null, 123538628365393920, {"result_type": "recent"}]
["en", "26623161", "David Istance (ILE): http://t.co/vTxv1oPW framing concepts - innovative learning environments - http://t.co/vTxv1oPW  #OECDILE", "Mon, 10 Oct 2011 23:21:53 +0000", "http://a3.twimg.com/profile_images/297800038/EarthBlueMarbleWestTerra_normal.jpg", null, "&lt;a href=&quot;http://twitter.com/#!/download/ipad&quot; rel=&quot;nofollow&quot;&gt;Twitter for iPad&lt;/a&gt;", "123538771944800257", "myphronesis", 26623161, null, null, 123538771944800257, {"result_type": "recent"}]
["en", "15688945", "OECD paints dark picture of global economy: The outlook for the world's major economies remains bleak, according... http://t.co/Wuq2tb16", "Mon, 10 Oct 2011 23:31:41 +0000", "http://a1.twimg.com/profile_images/1145196261/fin24_logobutton_rgb_gradient_normal.png", null, "&lt;a href=&quot;http://twitterfeed.com&quot; rel=&quot;nofollow&quot;&gt;twitterfeed&lt;/a&gt;", "123541241739739136", "Fin24", 15688945, null, null, 123541241739739136, {"result_type": "recent"}]
["ja", "202688883", "RT @_h_japan: \u3055\u3089\u306b\u3001\u653f\u5e9c\u306b\u3088\u308b\u6240\u5f97\u518d\u5206\u914d\u304c\u3001\u300c\u5b50\u4f9b\u300d\u306e\u76f8\u5bfe\u7684\u8ca7\u56f0\u7387\u3092\u9ad8\u3081\u3066\u3057\u307e\u3063\u3066\u3044\u308b\u306e\u3082\u3001OECD\u8af8\u56fd\u306e\u306a\u304b\u3067\u65e5\u672c\u3060\u3051\u3002\uff1ePeter Whiteford and Willem Adema 2007\uff08http://t.co/qByPk7TW\uff09\u306e18\u9801\u3002", "Mon, 10 Oct 2011 23:32:04 +0000", "http://a0.twimg.com/profile_images/1537982553/icon2686349154354983284110910_1932_01_normal.jpg", null, "&lt;a href=&quot;http://twitter.com/&quot;&gt;web&lt;/a&gt;", "123541335872503808", "shigesakashige", 202688883, null, null, 123541335872503808, {"result_type": "recent"}]
["ko", "386938894", "RT @mindjj: OECD\uad6d\uac00 \uc911 1\uc704\ub77c\ub294 \ub300\ud55c\ubbfc\uad6d\uc758 \uc790\uc0b4\ub960\uc740 \uc778\uad6c10\ub9cc\uba85\ub2f9 30\uba85. \uc30d\uc6a9\ucc28 \ud574\uace0\ub178\ub3d9\uc790\uc758 \uc790\uc0b4\ub960\uc740 2500\uba85 \uc911 16\uba85. \uc30d\ucc28 \ud574\uace0\uc790\ub4e4\uc758 \uc790\uc0b4\ub960\uc740 \ud604\uc7ac. \ub300\ud55c\ubbfc\uad6d\uc5d0\uc11c. \uac00\uc7a5 \ub192\ub2e4.. \n\ud568\uaed8 \ud574\uc694. \ud568\uaed8 \uc0b4\uc544\uc694..", "Mon, 10 Oct 2011 23:40:20 +0000", "http://a2.twimg.com/profile_images/1496017730/image_normal.jpg", null, "&lt;a href=&quot;http://www.osfoora.com&quot; rel=&quot;nofollow&quot;&gt;Osfoora for iPhone&lt;/a&gt;", "123543414515048448", "Softteacher", 386938894, null, null, 123543414515048448, {"result_type": "recent"}]
["en", "292969158", "OECD indicators show global economy on the brink | World Equity Trade:http://t.co/VOnPVZzF", "Mon, 10 Oct 2011 23:49:03 +0000", "http://a0.twimg.com/profile_images/1448687676/final-transparent_normal.png", null, "&lt;a href=&quot;http://twitter.com/tweetbutton&quot; rel=&quot;nofollow&quot;&gt;Tweet Button&lt;/a&gt;", "123545610174464001", "worldequitytrad", 292969158, null, null, 123545610174464001, {"result_type": "recent"}]
["en", "287414255", "Oecd Economic Outlook - English Edition: Oecd Economic Outlook - English Edition Magazine Subscription Oecd Publ... http://t.co/BHae2TjX", "Tue, 11 Oct 2011 00:12:46 +0000", "http://a3.twimg.com/profile_images/1404050434/Hermes-Bugatti-Veyron-Geneva_normal.jpg", null, "&lt;a href=&quot;http://twitterfeed.com&quot; rel=&quot;nofollow&quot;&gt;twitterfeed&lt;/a&gt;", "123551580376137728", "MakYeJames", 287414255, null, null, 123551580376137728, {"result_type": "recent"}]
["en", "75583159", "OECD indicators paint dark picture of global economy http://t.co/igNxhE0v", "Tue, 11 Oct 2011 00:40:15 +0000", "http://a2.twimg.com/profile_images/501700750/henry-pic_normal.jpg", null, "&lt;a href=&quot;http://www.linksalpha.com/&quot; rel=&quot;nofollow&quot;&gt;LinksAlpha&lt;/a&gt;", "123558493272801280", "HenryLiuForex", 75583159, null, null, 123558493272801280, {"result_type": "recent"}]
["en", "60736008", "http://t.co/yd3K4rWr UK at risk as OECD signals acceleration in pace of global economic slowdown: The global econ... http://t.co/12hUehtB", "Tue, 11 Oct 2011 00:51:05 +0000", "http://a0.twimg.com/profile_images/715480351/england-VIP_small_normal.jpg", null, "&lt;a href=&quot;http://twitterfeed.com&quot; rel=&quot;nofollow&quot;&gt;twitterfeed&lt;/a&gt;", "123561220052758528", "EnglandVIP", 60736008, null, null, 123561220052758528, {"result_type": "recent"}]
["ko", "402630416", "@twojods \ub3c8\ub9cc \ubc1b\uc544\uba39\ub294 \uc6b0\ub9ac\ub098\ub77c.. \uc801\uc131\uac80\uc0ac..! \uc774\ub7ec\ub2c8 \uad50\ud1b5\uc0ac\uace0 OECD 1\uc704! / \ubbf8\uad6d\uc774\ub098.. \uc77c\ubcf8\uc740 \uc7a5\ub09c \uc544\ub2c8\ub77c\ub358\ub370.. \uba74\ud5c8\uac31\uc2e0\uc774 \ub300\ud559\uc2dc\ud5d8 \ubcf4\ub2e4 \ub354 \uc5b4\ub835\ub2e4\ub294..!", "Tue, 11 Oct 2011 01:07:24 +0000", "http://a1.twimg.com/profile_images/1582297701/myProfileImage_normal.jpg", "421471073", "twojods", "&lt;a href=&quot;http://twitter.com/#!/download/iphone&quot; rel=&quot;nofollow&quot;&gt;Twitter for iPhone&lt;/a&gt;", "123565328071540736", "3Chon2da", 402630416, 421471073, null, 123565328071540736, {"result_type": "recent"}]
["ko", "240266171", "\u200e10\uc6d46\uc77c-7\uc77c \ud30c\ub9ac\uc5d0\uc11c \uac1c\ucd5c\ub41c OECD \uc6d0\uc870\ud6a8\uacfc\uc791\uc5c5\ubc18 \ud68c\uc758\uc5d0\uc11c, \uc6d0\uc870\ud6a8\uacfc\uc791\uc5c5\ubc18 \uacf5\ub3d9\ubd80\uc758\uc7a5\uc744 \ub9e1\uace0 \uc788\ub294 \ubc15\uc740\ud558 \uc678\uad50\ubd80 \uac1c\ubc1c\ud611\ub825\uad6d\uc7a5\uc774 \uc8fc\ub3c4\uc801 \uc5ed\ud560\uc744 \ud558\uba70 \uae08\ubc88 \ud569\uc758\ub97c \ub3c4\ucd9c\ud574\ub0b4\uc5c8\ub2e4\uace0\ud558\ub124\uc694~!\n http://t.co/v5BPXz6Y", "Tue, 11 Oct 2011 01:07:52 +0000", "http://a1.twimg.com/profile_images/1461032219/IMG_0600_normal.JPG", null, "&lt;a href=&quot;http://twitter.com/#!/download/iphone&quot; rel=&quot;nofollow&quot;&gt;Twitter for iPhone&lt;/a&gt;", "123565444396351488", "geniahtic", 240266171, null, null, 123565444396351488, {"result_type": "recent"}]
["en", "133111222", "UK at risk as OECD signals acceleration in pace of global economic slowdown http://t.co/bf3dvI3r", "Tue, 11 Oct 2011 01:40:15 +0000", "http://a1.twimg.com/profile_images/1566756311/d8c0d1b87859f84b3c0e2b5727022b7e1abcdefg_normal.jpg", null, "&lt;a href=&quot;http://www.independent.co.uk/&quot; rel=&quot;nofollow&quot;&gt;The Independent&lt;/a&gt;", "123573593245368320", "bollardoflondon", 133111222, null, null, 123573593245368320, {"result_type": "recent"}]
["ko", "394061484", "RT @kyungmi83: \uacbd\ucc30\ub178\uc870 \uc9c0\uc9d6\ud569\ub2c8\ub2e4~!! RT @ilpyungdad: @hyolee2 \uc6b0\ub9ac\ub098\ub77c \uc77c\ubcf8\ub9d0\uace0\ub294 \uacbd\ucc30\ub178\uc870\uae08\uc9c0\ud558\ub294 OECD \uad6d\uac00\ub294 \uc5c6\uc8e0. \uc6b0\ub9ac\ub098\ub77c \ud5c8\uc6a9\ub41c \uacf5\ubb34\uc6d0\ub178\uc870, \uc77c\ubcf8\uc740 \uae08\uc9c0,,, \uacbd\ucc30\ubbfc\u2026 (cont) http://t.co/XHLUQ2dd", "Tue, 11 Oct 2011 02:02:50 +0000", "http://a1.twimg.com/sticky/default_profile_images/default_profile_6_normal.png", null, "&lt;a href=&quot;http://twitter.com/download/android&quot; rel=&quot;nofollow&quot;&gt;Twitter for Android&lt;/a&gt;", "123579278209204226", "10090721", 394061484, null, null, 123579278209204226, {"result_type": "recent"}]
["en", "28220146", "RT @OECD: Our indicators &quot;paint dark picture of global economy&quot; RT @Reuters_TopNews http://t.co/QePgPaZX also @HuffingtonPost OECD #stats", "Tue, 11 Oct 2011 02:06:41 +0000", "http://a2.twimg.com/profile_images/1446779751/para3_normal.jpg", null, "&lt;a href=&quot;http://www.hootsuite.com&quot; rel=&quot;nofollow&quot;&gt;HootSuite&lt;/a&gt;", "123580247328296961", "florisvc", 28220146, null, null, 123580247328296961, {"result_type": "recent"}]
["ko", "409923591", "1\uc77c \ud3c9\uade0 42.6\uba85 \uc790\uc0b4 OECD 1\uc704\u2026 \ud55c\uad6d \u2032\uc790\uc0b4 \uacf5\ud654\uad6d\u2032 \ubd88\uba85\uc608 - \ub178\ucef7\ub274\uc2a4 http://t.co/kJ8gPWpA", "Tue, 11 Oct 2011 02:14:02 +0000", "http://a2.twimg.com/profile_images/1135669078/______normal.jpg", null, "&lt;a href=&quot;http://twitter.com/tweetbutton&quot; rel=&quot;nofollow&quot;&gt;Tweet Button&lt;/a&gt;", "123582096961839105", "seon4802", 409923591, null, null, 123582096961839105, {"result_type": "recent"}]
["in", "129423021", "Berita #Depok :  Tujuan Kunjungan OECD: ... Baca Selengkapnya \u00bb Tujuan Kunjungan OECD adalah\u2026 http://t.co/e1U9rt9V", "Tue, 11 Oct 2011 02:29:04 +0000", "http://a2.twimg.com/profile_images/841783020/Logo_Depok_GOOD_normal.JPG", null, "&lt;a href=&quot;http://www.google.com/&quot; rel=&quot;nofollow&quot;&gt;Google&lt;/a&gt;", "123585881721405440", "pemkotdepok", 129423021, null, null, 123585881721405440, {"result_type": "recent"}]
["en", "13279129", "checking out - UK at risk as OECD signals acceleration in pace of global economic slowdown http://t.co/7NdST3tz", "Tue, 11 Oct 2011 02:37:37 +0000", "http://a3.twimg.com/profile_images/149783691/iTrust100_normal.JPG", null, "&lt;a href=&quot;http://twitterfeed.com&quot; rel=&quot;nofollow&quot;&gt;twitterfeed&lt;/a&gt;", "123588032782794753", "iTrustFinancial", 13279129, null, null, 123588032782794753, {"result_type": "recent"}]
["en", "413203025", "&quot;Why is #Abuja in a hurry to remove #fuel #subsidy without considering effects? See 2007 data for non-OECD countries: http://t.co/MWjMgLv0&quot;", "Tue, 11 Oct 2011 02:43:27 +0000", "http://a1.twimg.com/profile_images/1563615529/Picture_0052_normal.jpg", null, "&lt;a href=&quot;http://twitter.com/&quot;&gt;web&lt;/a&gt;", "123589500776611841", "eolaoye", 413203025, null, null, 123589500776611841, {"result_type": "recent"}]
["fr", "352085003", "Trends in International Migration: SOPEMI 2011 OECD http://t.co/QYYIxC02", "Tue, 11 Oct 2011 02:47:43 +0000", "http://a1.twimg.com/profile_images/1423070729/logotip_normal.jpg", null, "&lt;a href=&quot;http://twitter.com/&quot;&gt;web&lt;/a&gt;", "123590573411147776", "voksanaev", 352085003, null, null, 123590573411147776, {"result_type": "recent"}]
["ja", "352085003", "\u56fd\u969b\u4eba\u53e3\u79fb\u52d5\u306e\u52d5\u5411\uff1aSOPEMI2011\u5e74OECD http://t.co/QYYIxC02", "Tue, 11 Oct 2011 02:48:55 +0000", "http://a1.twimg.com/profile_images/1423070729/logotip_normal.jpg", null, "&lt;a href=&quot;http://twitter.com/&quot;&gt;web&lt;/a&gt;", "123590874776076289", "voksanaev", 352085003, null, null, 123590874776076289, {"result_type": "recent"}]
["en", "274922727", "FS: The OECD doesn't control aid agenda | Brian Atwood http://t.co/ssQtB9SF #fragilestates, #globaldevelopment, #aid", "Tue, 11 Oct 2011 02:49:25 +0000", "http://a3.twimg.com/profile_images/1359756148/world_normal.jpg", null, "&lt;a href=&quot;http://www.ajaymatharu.com/&quot; rel=&quot;nofollow&quot;&gt;Tweet Old Post&lt;/a&gt;", "123590999590174720", "fragilestates", 274922727, null, null, 123590999590174720, {"result_type": "recent"}]
["ja", "190561504", "\u3057\u304b\u3057\u3001OECD\u306e\u8fb2\u696d\u4fdd\u8b77\u306e\u6570\u5024\u306b\u306f\u3010\u56fd\u7523\u30d7\u30ec\u30df\u30a2\u30e0\u3011\u304c\u542b\u307e\u308c\u3066\u3044\u307e\u3059\u3002\u95a2\u7a0e\u306e\u9ad8\u3044\u7c73\u30fb\u4e73\u88fd\u54c1\u3092\u9664\u304f\u3068\u3001\u3053\u306e\u6570\u5024\u306e\uff14\u5272\u306f\u56fd\u7523\u30d7\u30ec\u30df\u30a2\u30e0\u306b\u5024\u3059\u308b\u4e8b\u304c\u308f\u304b\u3063\u3066\u3044\u307e\u3059\u3002\u65e5\u672c\u8fb2\u5bb6\u304c\u52aa\u529b\u3057\u3001\u8fb2\u7523\u7269\u306e\u54c1\u8cea\u5411\u4e0a\u3092\u3057\u305f\u306e\u306b\u300c\u8fb2\u696d\u4fdd\u8b77(\u7b11)\u300d\u3068\u8a00\u308f\u308c\u308b\u306e\u306f\u5fc3\u5916\u3067\u3057\u3087\u3046\u3002", "Tue, 11 Oct 2011 03:14:11 +0000", "http://a2.twimg.com/profile_images/1496493393/101103_1528_0001-0001_normal.jpg", null, "&lt;a href=&quot;http://twtr.jp&quot; rel=&quot;nofollow&quot;&gt;Keitai Web&lt;/a&gt;", "123597233416437760", "yunyunll2l", 190561504, null, null, 123597233416437760, {"result_type": "recent"}]
["en", "262199044", "UK at risk as OECD signals acceleration in pace of global economic slowdown: The gloomy outlook for the UK econo... http://t.co/XE9DqepP", "Tue, 11 Oct 2011 03:19:37 +0000", "http://a3.twimg.com/profile_images/1365799344/Social-Network-Logo_normal.png", null, "&lt;a href=&quot;http://twitterfeed.com&quot; rel=&quot;nofollow&quot;&gt;twitterfeed&lt;/a&gt;", "123598602353393664", "MODEmagazineuk", 262199044, null, null, 123598602353393664, {"result_type": "recent"}]
["en", "234288018", "UK at risk as OECD signals acceleration in pace of global economic slowdown - The Independent: UK at risk as OEC... http://t.co/O6MWbgaj", "Tue, 11 Oct 2011 03:41:26 +0000", "http://a0.twimg.com/profile_images/1535538857/chris-lodge_normal.jpg", null, "&lt;a href=&quot;http://twitterfeed.com&quot; rel=&quot;nofollow&quot;&gt;twitterfeed&lt;/a&gt;", "123604090713407488", "christhewindow", 234288018, null, null, 123604090713407488, {"result_type": "recent"}]
["en", "86317443", "OECD dari Perancis Kunjungi Depok: OECD - Organisation for Economic Co-operation and Development yang berpusat d... http://t.co/vTmORvP5", "Tue, 11 Oct 2011 03:43:48 +0000", "http://a2.twimg.com/profile_images/763204182/tribal_wings_cross_design_by_twz-1_normal.jpg", null, "&lt;a href=&quot;http://twitterfeed.com&quot; rel=&quot;nofollow&quot;&gt;twitterfeed&lt;/a&gt;", "123604686283608064", "krisna_prasetya", 86317443, null, null, 123604686283608064, {"result_type": "recent"}]
["en", "408666287", "OECD dari Perancis Kunjungi Depok: OECD - Organisation for Economic Co-operation and Development yang berpusat d... http://t.co/AZykkzFx", "Tue, 11 Oct 2011 03:43:52 +0000", "http://a1.twimg.com/profile_images/1576555991/its-me-__-copy_normal.png", null, "&lt;a href=&quot;http://twitterfeed.com&quot; rel=&quot;nofollow&quot;&gt;twitterfeed&lt;/a&gt;", "123604702008066048", "KKMz17", 408666287, null, null, 123604702008066048, {"result_type": "recent"}]
["en", "288970657", "OECD dari Perancis Kunjungi Depok: OECD - Organisation for Economic Co-operation and Development yang berpusat d... http://t.co/aUFAxqgb", "Tue, 11 Oct 2011 03:44:00 +0000", "http://a2.twimg.com/profile_images/1434986758/preman_normal.jpg", null, "&lt;a href=&quot;http://twitterfeed.com&quot; rel=&quot;nofollow&quot;&gt;twitterfeed&lt;/a&gt;", "123604736233578498", "Gondesmbalelo", 288970657, null, null, 123604736233578498, {"result_type": "recent"}]
["en", "382348930", "OECD dari Perancis Kunjungi Depok: OECD - Organisation for Economic Co-operation and Development yang berpusat d... http://t.co/xaGRu3Vt", "Tue, 11 Oct 2011 03:44:16 +0000", "http://a0.twimg.com/profile_images/1507256967/325399149_normal.jpg", null, "&lt;a href=&quot;http://twitterfeed.com&quot; rel=&quot;nofollow&quot;&gt;twitterfeed&lt;/a&gt;", "123604806442024960", "faqih_FEP", 382348930, null, null, 123604806442024960, {"result_type": "recent"}]
["en", "388454801", "OECD dari Perancis Kunjungi Depok: OECD - Organisation for Economic Co-operation and Development yang berpusat d... http://t.co/Urvw4Xpa", "Tue, 11 Oct 2011 03:44:17 +0000", "http://a1.twimg.com/profile_images/1491029867/danbo__1__normal.jpg", null, "&lt;a href=&quot;http://twitterfeed.com&quot; rel=&quot;nofollow&quot;&gt;twitterfeed&lt;/a&gt;", "123604809361264640", "beritadotcom", 388454801, null, null, 123604809361264640, {"result_type": "recent"}]
["en", "382431725", "OECD dari Perancis Kunjungi Depok: OECD - Organisation for Economic Co-operation and Development yang berpusat d... http://t.co/hMf8bEDa", "Tue, 11 Oct 2011 03:44:20 +0000", "http://a1.twimg.com/profile_images/1486005696/273383_100000475148159_2077620_n_normal.jpg", null, "&lt;a href=&quot;http://twitterfeed.com&quot; rel=&quot;nofollow&quot;&gt;twitterfeed&lt;/a&gt;", "123604822711730176", "nurulofficial", 382431725, null, null, 123604822711730176, {"result_type": "recent"}]
